School ID,Name of School,"Elementary, Middle, or High School",CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,Latitude,Longitude
610534,Skinner North,ES,Not on Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,64,Average,52,96.4,0,97.8,100,83.3,83,100,100,74.1,76,NDA,NDA,NDA,NDA,NDA,NDA,100,100,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,242,41.9051367,-87.64483441
610543,Eric Solorio Academy High School,HS,Not on Probation,No,Strong,67,54,Average,53,Strong,63,Strong,62,Strong,64,Average,53,Strong,56,92.2,3,0,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,13.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,581,41.79518118,-87.71109447
609692,Neal F Simeon Career Academy High School,HS,Probation,No,Average,52,NDA,Weak,33,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,78.6,2.1,94.3,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.3,14.1,15.3,14.8,0.5,16.2,0.9,14.8,75.2,74,1535,41.74579217,-87.63537
609694,John Hancock College Preparatory High School,HS,Probation,No,Average,51,44,Average,44,Average,41,Weak,37,Average,42,Average,50,Weak,44,78.2,7.5,95.9,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.6,13.8,14.7,15,0.4,15.8,1.1,22.6,56.1,45.9,967,41.79149114,-87.72449161
610039,Carl von Linne Elementary School,ES,Not on Probation,No,Strong,68,49,Strong,66,Strong,75,Weak,37,Average,44,Average,50,Strong,55,95.8,1.8,96.3,100,66.1,41.2,40.2,29.7,51.3,72,49.4,44.2,64.4,67.6,20.4,40.7,24.8,15.1,1.2,0.9,48.2,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,644,41.94001885,-87.70259825
609861,Henry R Clissold Elementary School,ES,Not on Probation,No,Average,45,61,Weak,39,Strong,61,Weak,38,Average,51,Average,52,Weak,46,95.1,8.4,96.9,94.8,75.5,NDA,58.5,64,68.8,62.8,46.7,63,53.3,58.7,33.8,49.2,27.7,26.7,-0.7,0.5,42.2,44.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,588,41.69305404,-87.6808619
610199,Johnnie Colemon Elementary Academy,ES,Not on Probation,No,Strong,60,NDA,Average,56,Strong,63,NDA,NDA,NDA,NDA,Average,53,Strong,57,95.9,23.4,95.4,100,75.3,53.4,24.4,22.1,47.6,46.9,47.2,44.4,37.7,50.7,12.5,16.7,14.6,18.4,0.2,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,266,41.67747786,-87.65812011
609695,Roald Amundsen High School,HS,Probation,No,Average,51,44,Average,43,Average,42,Weak,27,Average,41,Weak,43,Weak,41,81.1,8.7,95.9,99.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13.8,13.9,14.9,14.8,1,16.7,1.8,16,64.6,49.1,1532,41.97507922,-87.67952139
609708,Edwin G Foreman High School,HS,Probation,No,Weak,26,NDA,Weak,28,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.3,10.3,94.8,99.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13,12.7,14.1,13.7,0.7,15.3,1.2,12.5,59.7,40.9,1716,41.93981043,-87.7541302
610231,National Teachers Elementary Academy,ES,Not on Probation,No,Strong,67,70,Strong,65,Strong,60,Average,59,Average,46,Strong,56,Strong,61,94.7,9.2,96.3,100,56.8,36.7,45.6,48.5,62.5,70.4,25.6,42.9,57.8,61.5,10,10,16.5,12.7,0.4,1.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,446,41.85277255,-87.62928114
609790,Clara Barton Elementary School,ES,Probation,No,Weak,25,42,Weak,28,Weak,34,Strong,77,Average,59,Average,51,Average,49,91.7,25.3,96.4,100,64.3,NDA,27,22.8,51.8,55.3,27.4,22.4,45.3,52.9,6.5,13,8.1,5.7,-0.5,-0.3,60,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,602,41.75421962,-87.67096453
609913,Elaine O Goodlow Elementary Magnet School,ES,Probation,No,Average,44,42,Average,52,Average,56,Weak,35,Weak,28,Weak,46,Weak,46,91.6,47.5,96,100,77.8,67.9,40.5,26,50.4,67.7,35.4,29.2,61,50,4,8,9.8,8.6,-0.2,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,419,41.78125258,-87.67555599
609950,Josefa Ortiz De Dominguez Elementary School,ES,NDA,No,NDA,,69,NDA,,NDA,,Average,48,Average,54,Average,51,Strong,55,95.8,3.6,97,99,72.4,51.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,793,41.83875333,-87.71722614
610051,Northwest Middle School,MS,Probation,No,Weak,34,NDA,Very Weak,17,Very Weak,13,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93.4,2.2,95.1,98.9,NDA,NDA,NDA,NDA,NDA,NDA,29.5,25.1,41.4,41.1,10.3,14.8,11.3,5.9,-0.9,-1.4,10.5,62.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,756,41.92053845,-87.75820003
610254,Dvorak Technology Academy,ES,Probation,No,Average,46,22,Strong,66,Strong,69,Very Weak,4,Very Weak,13,NDA,NDA,NDA,NDA,94.2,4.4,95.4,100,49,42.3,20.5,22.4,45.8,43.1,25.1,26.3,38.9,53.6,3.6,30.4,11,10.4,-1.5,0.4,20.3,16.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,556,41.85885599,-87.71574626
610070,James B McPherson Elementary School,ES,Not on Probation,No,Strong,71,NDA,Average,48,Weak,38,NDA,NDA,NDA,NDA,Average,52,Strong,54,96.5,1.2,96.3,100,69.7,41.9,36.7,39.7,47.4,51.7,30.4,42,34.1,43.4,10.2,37.3,15.4,15.9,-0.8,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,695,41.96784758,-87.67632505
609676,Paul Laurence Dunbar Career Academy High School,HS,Probation,No,Weak,29,57,Weak,31,Weak,37,Average,57,Average,49,NDA,NDA,NDA,NDA,76.9,21.5,96,98,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.8,12.7,13.9,13.8,1,14.7,0.8,6.9,61.7,51.5,1456,41.84018775,-87.61767315
610281,Adam Clayton Powell Paideia Community Academy Elementary School,ES,Not on Probation,No,Average,54,66,Strong,74,Very Strong,84,Strong,63,Strong,76,Weak,46,Average,50,95.6,15.7,95.3,100,62.4,51.7,21.9,15.1,29,42.8,38.5,27.4,44.8,42.7,14.1,34.4,16.8,16.5,0.7,1.4,17.2,27.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,521,41.76032435,-87.55673627
610216,John A Walsh Elementary School,ES,Not on Probation,Yes,Strong,60,NDA,Strong,70,Very Strong,91,NDA,NDA,NDA,NDA,Average,48,Average,53,95.1,2.9,95.3,97,64.4,NDA,37.6,37,49.6,61.5,47.1,44.5,60.4,63.9,12.1,24.2,17.4,12.5,0.2,0.3,40,42.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,501,41.85484214,-87.64804964
610220,Thomas J Waters Elementary School,ES,Not on Probation,No,Very Strong,85,NDA,Average,56,Average,54,NDA,NDA,NDA,NDA,Average,52,Average,49,96.1,0.4,95.1,100,70.4,31.2,51.1,59,42,44.2,49.6,54.7,61.6,50.8,22.7,61.4,27.2,28.5,0.2,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,590,41.96434835,-87.69136881
609978,Wendell Smith Elementary School,ES,Probation,No,Weak,22,24,Very Weak,1,Very Weak,1,Weak,31,Weak,29,Weak,42,Weak,46,92.1,90,94.1,95.2,64.8,42.6,25,20.2,53.1,49,34.6,22.3,30.7,45.9,8.6,22.9,9.4,4.2,-0.5,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,41.70758462,-87.60468711
610043,Joseph Lovett Elementary School,ES,Probation,No,Average,43,NDA,Weak,32,Weak,22,NDA,NDA,NDA,NDA,Average,49,Weak,45,95.4,16.1,95.4,100,68.5,62.7,23.5,33.1,51.2,51.2,32.9,37.3,40.3,65.5,7.8,27.5,9.1,8.3,-0.2,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,490,41.91269042,-87.78393402
609732,Charles P Steinmetz Academic Centre High School,HS,Probation,No,Weak,26,35,Weak,29,Weak,34,Weak,36,Weak,32,NDA,NDA,NDA,NDA,79.2,30.4,96.2,99.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13,13.8,13.8,14.3,1.3,16.1,2.3,16.3,56.7,47,1890,41.93563171,-87.78355194
609741,Gurdon S Hubbard High School,HS,Not on Probation,No,Average,42,NDA,Weak,34,Weak,29,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.3,4.3,96.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.4,14.2,15.3,15.3,0.9,17.3,2,30.1,57.2,51.3,1672,41.78050763,-87.71804991
610242,Joseph Brennemann Elementary School,ES,Not on Probation,No,Average,50,56,Average,55,Average,59,Average,41,Average,54,Average,53,Strong,59,96.5,13.7,97.7,96.7,79.8,47.2,32.4,30.8,50.5,65.7,48.8,30,66.2,50,8.3,25,18.1,10.9,1,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,362,41.95997841,-87.64971223
610180,John M Smyth Elementary School,ES,Probation,No,Weak,37,NDA,Average,54,Strong,64,NDA,NDA,NDA,NDA,Weak,43,Average,52,92.4,20.1,93.3,100,67.8,NDA,17.6,10.6,38.1,46,24.8,12.3,54.2,38.8,1.4,1.4,6.3,3.2,1.1,-0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,475,41.86532347,-87.65347031
610078,Inter-American Elementary Magnet School,ES,Not on Probation,No,Strong,67,NDA,Average,50,Average,51,NDA,NDA,NDA,NDA,Average,51,Average,47,96.2,3,96.2,100,68.2,31.2,46.6,38.7,51.3,49.5,52.3,50,54.8,54.1,34.5,29.6,27.6,21.3,1.1,1.9,32.1,83.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,690,41.94897646,-87.65153745
610234,Richard Yates Elementary School,ES,Probation,No,Average,42,NDA,Strong,66,Strong,73,NDA,NDA,NDA,NDA,Average,51,Strong,55,93.7,5.6,96.2,98.6,60.4,55.8,41.3,18,42.9,53.5,42.2,20.2,41.3,51.7,21.8,9.1,15.2,5.4,-0.2,-1,28.6,77.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,690,41.91502858,-87.70024324
609720,Albert G Lane Technical High School,HS,Not on Probation,No,Very Strong,88,NDA,Strong,62,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.3,2.1,96.2,99.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,19.1,19.5,19.9,20.1,1,23.4,3.5,67.9,92.2,79.8,4368,41.94661693,-87.69105603
610074,James Monroe Elementary School,ES,Probation,No,Average,45,NDA,Weak,26,Weak,22,NDA,NDA,NDA,NDA,Average,47,Average,47,95.1,22.1,95.8,98.1,66.5,25.8,37.9,27,46.5,55.1,31.6,32.2,50.3,45.3,12.5,24,15.5,11.6,-0.6,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1125,41.92996135,-87.71921246
609729,Carl Schurz High School,HS,Probation,No,Average,48,36,Weak,36,Weak,29,Weak,30,Weak,31,NDA,NDA,NDA,NDA,81.2,13.8,96,98.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13.1,12.9,14.3,14,0.9,15.6,1.3,9.7,62.1,40.4,2366,41.94640794,-87.73562542
610208,Mildred I Lavizzo Elementary School,ES,Probation,No,Very Weak,15,35,Average,41,Average,46,Weak,39,Weak,30,Average,48,Average,51,91.5,39.1,95,95.7,49.6,33.3,5.7,15.6,35.7,39.8,24.3,30.1,65.6,68.9,4.3,17,6.1,4.6,0.6,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,394,41.69628998,-87.62713349
609736,Dyett High School,HS,Probation,No,Weak,27,18,Weak,35,Average,47,Weak,35,Weak,25,NDA,NDA,NDA,NDA,62.5,24.4,93.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,11.6,11.7,13,12.9,1.3,14,1,3.3,33.7,51,318,41.80204982,-87.61192836
610504,Velma F Thomas Early Childhood Center,ES,NDA,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,55,Strong,57,,0,95.6,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,211,41.82776914,-87.67750501
610304,Phoenix Military Academy High School,HS,Not on Probation,No,Average,53,NDA,Average,59,Strong,78,NDA,NDA,NDA,NDA,Average,52,Average,48,92.1,4.3,97.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.7,14.9,15.9,15.9,1.2,18.6,2.7,33.9,74.8,51.3,461,41.87885054,-87.68865058
609829,John C Burroughs Elementary School,ES,Not on Probation,Yes,Average,50,55,Weak,39,Weak,38,Strong,71,Average,53,Average,50,Weak,45,95.6,0.2,96.1,100,67.3,27.9,47.7,43.4,55.9,45.1,44.2,57.4,51.9,64.3,25,15.9,25.9,16,0.1,-0.1,42.2,21.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,510,41.8288631,-87.69249318
610224,West Pullman Elementary School,ES,Probation,No,Weak,23,46,Average,55,Average,47,Average,57,Average,50,Average,47,Weak,44,91.2,7.6,93.8,100,31,28.8,12.6,15.5,45.9,43.5,25.7,22.5,32,38.8,9.7,22.6,5.7,5.7,-0.9,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,343,41.67666008,-87.63570683
610136,William H Prescott Elementary School,ES,Not on Probation,No,Very Strong,90,NDA,Average,51,Weak,24,NDA,NDA,NDA,NDA,Average,50,Average,48,93.5,73.9,97.6,95,NDA,NDA,24.4,31.7,63.2,46.3,42.6,43.5,61.7,65.9,NDA,NDA,16,8.9,0.4,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,240,41.92886824,-87.66955245
609674,Chicago Vocational Career Academy High School,HS,Probation,No,Weak,27,43,Weak,21,Weak,30,Weak,34,Weak,39,NDA,NDA,NDA,NDA,68.8,33.3,94.6,99.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.5,12.6,13.8,13.2,0.7,14.3,0.5,7,49.5,54,833,41.73720173,-87.57324389
610187,Graeme Stewart Elementary School,ES,Probation,No,Average,49,NDA,Average,46,Average,57,NDA,NDA,NDA,NDA,Average,47,Average,52,95.2,77,96.1,100,47.4,44.2,23.6,25.8,66.3,52.9,31.7,46,59.3,55.9,9.1,40.9,11.9,9.7,0.5,1.1,30.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,280,41.96434608,-87.65605252
609830,Milton Brunson Math & Science Specialty Elementary School ,ES,Probation,No,Weak,30,NDA,Weak,30,Average,45,NDA,NDA,NDA,NDA,Average,47,Strong,55,91.3,16.6,95,100,64.4,43.9,21.1,18.7,44.4,36.4,22.6,19,33.6,45.2,3.4,8.6,8.8,5.4,-0.3,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,658,41.89767761,-87.76564297
610279,Henry O Tanner Elementary School,ES,Probation,No,Weak,33,NDA,Average,42,Average,55,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.8,43.1,95.6,98,61.3,35.3,19.5,13.3,52.6,52.3,22.1,21.1,56.6,57.4,5.3,8.1,6.9,4.6,1.9,0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,448,41.76069854,-87.60682834
610355,Mary E Courtenay Elementary Language Arts Center,ES,Not on Probation,No,Very Strong,99,NDA,Very Strong,95,Very Strong,80,NDA,NDA,NDA,NDA,Strong,59,Average,49,94.9,10.8,94.2,100,90.5,92.9,51,38.5,62,59.2,47.7,57.8,45.5,37.8,16.7,55.6,21.2,28.6,-1.2,-0.8,19,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,257,41.9580169,-87.6718933
610299,William A Hinton Elementary School,ES,Probation,No,Very Weak,18,NDA,Weak,30,Weak,29,NDA,NDA,NDA,NDA,Weak,45,Average,50,91.7,28.9,95.1,100,NDA,NDA,28.9,15.2,52.6,59.7,31.1,23,40.2,45.2,10,12.5,9.2,3.8,0,-1.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,321,41.76536255,-87.6413274
610223,Daniel S Wentworth Elementary School,ES,Probation,No,Weak,30,32,Weak,34,Weak,36,Weak,31,Weak,32,NDA,NDA,NDA,NDA,91.6,73.8,95.9,96.2,NDA,24.7,17.9,14.2,48.5,51,40.2,18.8,74.4,38.8,10.5,10.5,5.5,1.5,1,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,41.76728177,-87.64825544
610036,Leslie Lewis Elementary School,ES,Probation,No,Weak,21,37,Weak,36,Strong,64,Weak,30,Average,48,Weak,42,Weak,43,91.8,37.7,95.3,98.6,67.8,58.4,20.3,19.8,51.3,40.1,15.8,22.5,53.5,58.3,2.3,4.5,4,5,-0.5,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,565,41.90682528,-87.75451319
609828,Jonathan Burr Elementary School,ES,Not on Probation,No,Strong,71,66,Strong,68,Average,51,Average,53,Strong,63,Strong,56,Average,49,95.9,4.3,96.9,100,78.5,53.1,53.8,43.8,51.9,51.9,71.3,57.7,69.2,58.4,14.3,25,29.1,22.2,0.4,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,348,41.91233061,-87.66864691
610031,Jean D Lafayette Elementary School,ES,Probation,No,Average,44,53,Average,43,Weak,38,Very Strong,80,Strong,72,Average,52,Average,52,94.1,14.3,96.3,98.6,54.6,12,25.3,23.3,44.9,45.6,26,22.7,48.3,46.7,11.3,26.4,8.3,6.2,-0.3,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,474,41.89940402,-87.69494543
610205,Lyman Trumbull Elementary School,ES,Probation,No,Average,56,NDA,Average,47,Weak,25,NDA,NDA,NDA,NDA,Average,50,Strong,55,94.3,17.8,95.2,97.7,55.1,25.7,21.6,29,37.5,38,39,42.2,30.4,31.8,21.1,36.8,14.2,13.5,-1.8,-1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,438,41.97621644,-87.6697616
610229,A.N. Pritzker School,ES,Not on Probation,No,Average,59,NDA,Average,58,Strong,61,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.6,36.5,95.6,98.5,56.8,11.8,58.2,58.5,55,55.6,62.9,54.9,57.6,55.1,38.7,50,37.2,34.5,-0.2,0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,669,41.907025,-87.67779555
610287,Ashburn Community Elementary School,ES,Not on Probation,No,Average,48,76,Average,52,Average,40,Strong,68,Strong,70,Average,51,Average,50,95.5,28.5,97.1,100,70.6,61.7,40.4,33.3,55.5,56.2,45.8,36.8,69.9,45.5,22.4,30.6,15.1,9.5,0.4,-0.6,40.8,40,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,490,41.74233179,-87.70964592
609924,Fort Dearborn Elementary School,ES,Not on Probation,No,Weak,34,NDA,Strong,61,Strong,71,NDA,NDA,NDA,NDA,Average,47,Average,50,93.4,24.5,95.9,100,60.1,48.3,36.6,35.8,52,64.5,69.4,44.2,74.7,70.2,7,33.3,25.2,14.1,1.4,0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,478,41.72966698,-87.65544435
610172,William T Sherman Elementary School,ES,Probation,No,Weak,32,NDA,Average,46,Average,55,NDA,NDA,NDA,NDA,Average,49,Average,52,92.3,230.6,95,100,NDA,NDA,21.8,26.8,41.1,42,30.1,19.7,46.3,35.2,7.5,15.1,8.1,1.7,0.7,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,462,41.79978772,-87.65025483
609960,Nathan Hale Elementary School,ES,Not on Probation,No,Average,55,63,Average,51,Average,56,Strong,75,Strong,65,Strong,55,Average,52,94.5,9.8,96.2,96.5,53.8,34.4,43.3,49,55.2,56.2,35.1,54.6,53.6,55.1,12.5,29.5,19.3,15.6,-0.5,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,872,41.78020486,-87.77661589
610269,John T McCutcheon Elementary School,ES,Not on Probation,No,Average,56,36,Strong,67,Average,41,Weak,32,Average,42,Average,52,Average,53,94,8.8,94.8,98.1,62.4,66.3,31.3,30.3,46.7,48.3,34.1,40.5,48.1,58.4,9.1,13.6,19.5,10.8,1,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,355,41.97095968,-87.65472193
610366,Charles H Wacker Elementary School,ES,Probation,No,Weak,32,NDA,Weak,34,Weak,32,NDA,NDA,NDA,NDA,Average,50,Weak,41,93.4,11.5,93.4,100,64.5,53.9,20.8,31,34.8,40.6,66.7,60,85.7,67.2,7.7,23.1,17.4,15.9,1.8,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,246,41.7162148,-87.6480814
610115,Park Manor Elementary School,ES,Probation,No,Weak,28,42,Average,42,Average,48,Strong,69,Strong,67,Strong,55,Strong,54,94.9,16.6,96.3,100,NDA,NDA,17.6,16,43.3,45.3,28.9,26.5,75,66.2,3.6,3.6,6.2,5.7,1.7,1.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,41.76648584,-87.61150917
609795,George Rogers Clark Elementary School,ES,Not on Probation,No,Weak,39,NDA,Weak,32,Weak,36,NDA,NDA,NDA,NDA,Average,47,Average,51,93.9,14.4,96.4,100,80,74.1,56.8,37.5,60.7,71.1,60.5,46.6,57.5,56.1,30,33.3,22,15.3,1.2,0.7,29,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,297,41.8678323,-87.77038158
610354,North River Elementary School,ES,Not on Probation,No,Strong,67,60,Average,53,Average,51,Average,47,Average,47,Average,50,Average,51,95.6,20.1,96,100,46.2,55.8,47.9,39.4,56.3,64.1,27.8,35.1,35.7,54.9,22.2,40.7,19.6,13.7,-0.2,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,41.96173669,-87.70718808
610146,Paul Revere Elementary School,ES,Probation,No,Weak,36,NDA,Average,42,Average,56,NDA,NDA,NDA,NDA,Average,49,Average,47,92.4,33.3,94.6,89.3,46.5,38.4,10.7,16.4,55,49.1,15.7,25.7,50.6,61.1,6.7,16.7,3.5,3.4,-2.4,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,320,41.76422335,-87.60017165
609898,John F Eberhart Elementary School,ES,Probation,No,Average,42,41,Weak,33,Weak,34,Average,42,Weak,32,NDA,NDA,NDA,NDA,95.3,13.1,95.6,100,48.2,27.3,28.2,31.4,52.4,49.5,32.8,39.9,50.4,51.3,10.2,20.9,8.9,9.6,-1.5,-0.7,15.9,17.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1777,41.7744471,-87.70800189
609780,Ames Middle School,MS,Probation,No,Weak,38,17,Weak,27,Weak,35,Weak,26,Weak,26,Average,50,Average,50,94.3,5.3,96,100,NDA,NDA,NDA,NDA,NDA,NDA,35.1,27.9,76.8,51.1,9.2,18.4,14.5,3,-1.9,-1.5,28.8,55,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,586,41.91605519,-87.72177945
610119,Elizabeth Peabody Elementary School,ES,Not on Probation,No,Average,51,58,Average,50,Strong,61,Average,57,Average,55,Average,52,Average,49,95.2,7.6,97,100,66.2,NDA,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,41.89986912,-87.66419014
610020,Francis Scott Key Elementary School,ES,Probation,No,Weak,37,NDA,Average,49,Strong,64,NDA,NDA,NDA,NDA,Weak,44,Weak,45,91.9,39.6,94,100,54.5,44.4,27.2,26.3,59.8,55.1,26.9,25.9,69.4,63.3,7.5,7.5,11.3,5.9,0.9,1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,301,41.88983589,-87.76633519
